Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
0,62,0,1,0,2,20,8,0
0,37,1,1,1,3,116,18,1
0,41,1,1,0,1,112,18,1
1,75,1,1,0,5,5,20,0
0,21,1,1,1,6,166,12,0
1,60,1,1,1,2,55.5,20,0
1,55,1,1,0,1,15,8,0
1,49,0,1,1,5,107,15,0
1,35,1,1,1,3,70,15,0
0,55,1,1,1,2,66,20,1
0,41,1,1,0,1,44.5,18,1
1,58,1,1,1,6,74,16,0
1,54,1,0,0,5,15,16,1
0,33,1,1,0,1,70,8,1
0,66,1,1,1,4,36,8,1
0,67,1,0,0,4,58,20,0
0,50,1,1,1,5,313,15,1
0,68,1,1,1,3,58,20,1
0,76,0,1,0,2,4,8,1
1,53,1,1,1,4,126,16,0
1,67,1,1,1,4,68,20,0
0,59,1,1,1,2,136,12,0
0,42,1,1,1,6,96,12,1
1,55,1,1,1,2,194,20,0
1,47,0,1,1,7,177,20,0
1,26,1,0,1,3,133,15,0
1,56,1,1,0,1,141,16,1
1,47,1,0,1,3,160,15,1
0,40,0,1,0,1,84,8,1
0,66,1,1,1,3,110,20,1
1,38,1,1,1,3,142,18,0
1,47,1,1,0,1,92,15,0
0,55,1,0,1,4,78,8,1
1,54,1,0,1,3,148,15,0
0,47,1,0,1,4,209,15,0
1,32,1,1,0,1,140.5,15,0
1,45,1,1,1,5,91,16,1
0,35,1,1,1,2,83.5,18,1
1,53,1,1,1,2,74,20,0
0,66,1,0,0,3,13.5,20,0
1,30,1,0,1,3,170,15,0
0,36,1,1,0,3,25,18,1
1,53,1,1,1,3,158,18,0
0,52,1,1,1,5,19,8,0
0,44,1,1,1,4,161,18,1
0,50,1,1,1,3,55,18,1
0,43,1,1,1,5,87,8,1
1,27,1,0,1,2,109,15,0
0,33,0,1,1,2,98,8,1
0,51,1,1,1,4,55,12,0
0,49,1,1,1,2,61,8,1
0,31,1,1,1,4,131,18,1
0,22,0,1,1,5,105,12,1
1,52,1,1,0,1,115,16,1
0,31,1,1,1,5,160,12,0
0,52,1,1,1,6,92,12,0
0,38,1,1,1,3,116,18,1
0,26,1,1,0,1,265,12,1
0,35,0,1,1,7,87,8,0
0,32,0,1,0,1,6,8,1
0,53,0,1,0,1,5,8,1
0,35,0,1,1,3,93,18,1
0,36,0,1,0,3,21,8,1
1,38,1,1,0,1,58,18,0
1,36,1,0,1,6,65,15,0
0,20,1,1,1,5,114,12,0
0,38,1,1,1,5,60,12,1
0,58,1,0,1,2,19,20,1
0,59,1,1,0,2,90,8,0
0,42,1,0,1,3,110,18,1
0,78,1,1,1,3,56,8,0
1,31,1,0,1,7,129,15,0
1,36,1,1,1,2,44,18,0
0,36,1,1,1,3,120.5,12,0
1,45,1,1,0,1,33,20,0
1,34,1,1,1,2,98,15,1
0,39,1,0,1,3,70,12,0
0,61,1,1,0,2,5,8,0
1,46,1,0,1,7,101,13,1
0,42,1,1,1,5,85,12,0
0,44,1,1,1,3,110,20,1
1,26,1,1,1,3,76,18,0
1,55,1,0,1,3,68,16,0
0,21,1,1,1,3,95.5,12,0
0,49,1,0,1,4,59,20,0
1,71,1,1,1,3,109,16,0
1,41,1,0,1,2,33,15,1
0,37,1,0,1,5,140,8,1
1,55,1,1,1,3,28,20,0
0,55,1,0,1,3,74,12,1
0,36,1,0,0,2,36,18,0
0,40,1,1,1,5,213,15,0
0,43,1,1,1,4,197,18,1
1,52,1,1,1,2,15,20,1
0,47,1,0,1,4,92,20,0
0,48,1,0,1,4,107,18,0
1,71,1,1,0,1,9,20,0
0,55,1,0,0,1,174,18,0
0,43,1,0,1,3,44.5,12,0
1,58,1,0,1,2,80,16,1
1,55,1,1,1,2,7,20,0
1,35,1,1,1,4,106,18,0
1,39,1,1,1,4,88,15,1
0,46,1,1,1,5,75,8,0
1,47,1,1,1,3,104,13,0
0,45,1,1,1,3,148,8,1
1,27,1,1,1,6,93,15,0
1,29,1,0,1,2,67,15,1
0,42,1,1,0,2,33,12,0
1,43,0,1,0,1,116,15,0
0,36,1,1,0,1,6,8,1
0,50,1,0,1,2,101,18,0
1,74,1,1,0,1,83,20,0
1,42,1,1,1,5,91,12,1
1,25,0,1,0,1,19,15,1
0,41,1,1,1,4,43,18,1
0,54,1,1,1,5,35,8,1
0,69,1,1,0,2,6,8,1
0,57,1,1,1,2,34,20,1
0,37,1,1,1,4,138,12,0
0,28,1,1,1,4,140,12,1
0,42,0,1,1,3,13,8,0
1,42,0,0,1,7,76,15,0
1,74,1,1,1,3,58,20,0
0,45,1,1,1,3,14,18,1
0,56,1,1,1,4,58,20,1
0,66,1,1,0,1,12,20,1
0,48,1,1,1,2,98,18,1
1,39,1,0,1,5,161,15,1
1,54,0,1,1,3,59.5,18,0
1,36,0,1,1,6,62,15,0
1,41,1,1,1,4,92,18,0
1,30,1,1,1,4,108,14,0
0,51,1,0,1,4,71,18,0
1,23,1,1,1,3,68,15,1
0,54,1,0,0,2,105,20,0
1,30,1,1,1,2,173,15,0
1,56,1,1,0,1,53,16,1
0,23,0,1,1,4,154,12,0
1,59,1,1,0,5,49,16,1
1,51,1,1,0,3,114,15,1
1,53,0,1,1,2,66,16,1
1,56,1,1,1,2,77,13,0
1,61,1,1,1,6,71,13,0
0,55,1,1,1,5,156,8,1
1,60,1,1,0,1,61,16,1
0,29,1,1,1,4,7,12,1
1,64,1,1,1,4,70,16,1
0,52,1,1,1,3,40,10,1
1,42,1,1,1,4,103,18,0
1,34,1,1,1,4,172,15,0
1,50,1,1,1,3,87,20,0
0,37,1,1,0,2,6,18,1
0,66,1,1,0,2,50,8,1
0,44,1,1,1,2,61,20,1
0,46,1,1,1,3,41,10,1
1,56,1,1,1,4,33,13,0
1,62,1,1,1,2,37,20,0
0,38,1,1,1,7,67.5,8,0
0,29,1,1,1,2,30,12,1
1,38,1,1,1,4,69,15,1
0,73,1,0,1,4,70,8,1
0,38,1,1,0,1,136,18,1
0,33,1,1,1,4,246,15,1
1,38,1,1,1,5,112,15,0
0,29,1,1,1,6,38,8,1
0,42,1,0,1,5,100,8,1
0,54,1,0,1,2,92,8,1
0,31,0,1,1,5,59,8,0
0,20,0,1,1,2,55.5,8,0
1,43,1,1,1,3,86.5,18,0
1,29,1,1,1,2,14,15,0
0,28,1,1,1,5,207,15,1
1,48,1,1,0,2,31,15,1
0,61,1,0,1,4,160,20,0
0,20,1,1,1,7,115,12,1
0,29,1,1,1,5,5,8,1
0,64,1,0,1,3,26,20,0
1,58,0,1,1,3,28,8,0
0,40,1,1,1,4,55,20,1
1,25,1,0,1,2,132,15,0
0,34,1,1,1,2,98,12,1
0,41,1,0,0,1,103,18,0
0,38,1,1,1,4,34,18,1
0,44,1,1,1,5,131,18,1
0,61,1,1,1,4,97,8,1
1,23,1,1,1,6,78,15,0
0,33,1,1,1,6,88.5,8,0
1,49,0,1,1,3,29,20,0
1,72,1,1,0,4,10,16,0
0,50,0,1,1,5,201,15,0
1,57,0,0,1,4,45,16,0
1,64,0,1,0,1,5,20,0
1,33,1,1,1,5,136,15,0
1,37,1,1,0,3,45,15,1
0,66,1,1,0,2,18,8,1
1,22,1,1,1,5,161,14,1
0,44,1,1,1,6,177,8,0
0,46,0,1,1,3,76,8,1
1,50,1,1,1,2,56.5,18,0
0,60,0,1,0,1,21,8,0
0,53,1,1,1,2,14.5,20,1
0,34,1,1,0,4,99,12,1
1,34,1,1,1,6,66,15,0
0,35,1,0,1,2,102,18,0
1,27,1,1,1,4,98,15,1
0,31,1,1,0,1,473,12,0
0,28,1,1,1,5,114,12,0
0,37,1,1,0,3,59,12,1
1,22,1,1,0,4,49,14,1
0,46,0,1,0,2,32,9,0
0,42,1,1,1,2,195,15,0
1,50,1,1,0,1,75,18,0
0,52,1,1,0,5,66,20,1
0,55,1,1,0,1,9,8,1
1,32,1,1,1,5,87,15,0
0,62,1,1,1,3,147,20,1
1,52,1,1,1,4,79,18,0
1,25,1,1,1,4,25,18,0
0,34,1,1,1,3,54,12,1
0,32,1,1,0,2,10,8,1
1,56,1,1,0,2,60.5,16,1
1,41,1,1,1,3,108,15,1
1,64,1,1,1,3,131,13,1
0,26,1,0,1,4,114,12,0
1,52,1,0,0,2,164.5,16,1
0,50,0,1,0,1,41,8,0
0,63,1,1,1,5,306,20,1
0,21,0,1,1,5,69,8,0
0,31,1,1,0,2,8,18,1
0,42,1,1,1,5,231,15,0
0,44,1,1,1,4,105,12,0
1,46,1,0,1,3,154,15,1
1,33,1,0,0,3,87,15,1
0,42,1,0,0,4,137,9,1
0,48,1,1,1,7,108,12,1
1,54,1,1,0,2,55,15,0
0,53,1,1,1,5,50,8,1
1,45,1,1,1,6,110,15,1
0,73,1,1,1,3,73,20,1
0,34,1,1,0,7,77,17,0
1,69,1,1,1,4,77,20,0
0,46,1,1,1,6,138,12,0
0,39,1,0,1,6,186,15,0
0,28,1,0,1,6,122,12,1
1,42,1,0,0,1,75,15,0
1,49,1,1,1,6,113,13,0
0,43,1,1,1,5,132.5,18,1
0,28,1,1,0,1,55.5,12,0
0,37,0,1,1,7,64,8,1
1,41,1,1,1,5,112,15,0
0,37,1,1,1,4,117,12,0
0,28,1,1,0,2,39,8,1
1,51,1,0,1,4,140,16,1
0,41,1,0,1,6,387,15,0
0,35,0,1,1,4,78,8,0
1,48,1,1,1,5,61,20,0
0,34,1,1,1,3,199,12,1
1,44,1,1,1,4,37,18,0
0,39,1,1,1,2,89,9,1
0,31,0,1,1,6,91,8,0
0,50,1,1,1,3,18,20,1
1,53,1,1,0,1,19,20,0
0,45,1,0,1,5,64,18,0
1,36,1,1,0,3,119.5,18,0
0,57,1,1,0,2,7,20,1
1,39,1,1,0,1,102,18,0
0,34,1,1,1,5,128,8,1
1,41,1,1,1,4,75,18,0
0,43,1,0,1,3,145,20,1
1,48,1,1,1,4,82,20,0
0,40,0,0,1,2,108,8,0
0,48,1,1,1,6,140,8,0
1,52,1,1,1,5,101,16,1
0,37,1,1,1,7,426,15,0
1,59,1,1,1,3,21,8,0
0,40,1,0,0,1,111,18,1
0,54,1,1,1,5,83,9,1
1,75,1,1,1,3,31,20,0
0,26,1,1,0,1,20,8,1
1,43,1,1,1,4,22,16,1
0,66,1,1,1,5,114,20,1
0,72,1,0,1,4,126,20,0
0,63,1,1,1,5,49,8,1
1,22,0,1,1,3,122,15,1
0,39,1,1,0,1,158,18,1
0,34,0,1,1,3,28,8,1
0,51,1,1,1,2,75,9,1
0,57,0,1,1,5,524,18,1
0,23,0,1,1,3,199,12,0
0,29,1,1,1,3,135,12,1
0,33,1,1,0,1,23,11,1
0,42,1,1,1,3,72,10,0
1,47,1,1,1,3,49,18,0
0,44,0,0,0,2,62,18,0
0,60,1,1,1,4,58,20,1
0,47,1,0,1,2,101,9,1
1,19,1,1,1,4,104,14,1
0,37,1,1,1,6,167,12,0
1,44,0,1,1,7,137,15,1
1,35,1,1,1,5,83,15,1
0,55,1,1,1,2,27,20,1
1,51,1,1,1,3,127,15,1
0,26,1,0,0,3,117,8,0
0,44,0,1,0,1,7,8,1
0,35,1,1,1,3,305,15,1
1,26,0,1,0,1,121.5,18,0
0,53,1,1,0,1,153,20,1
1,66,1,1,1,2,31,20,0
1,35,1,1,1,6,76,15,1
1,64,1,1,1,5,128,20,0
0,39,1,1,1,4,47,12,1
1,46,1,1,1,3,77,15,0
1,53,1,1,1,2,164,15,1
0,21,0,1,1,7,46.5,8,1
1,53,1,1,1,3,94,20,0
0,38,0,1,0,2,13,8,0
0,53,1,1,1,4,71,18,1
0,38,1,1,0,4,70,12,1
0,36,1,1,1,4,67,12,1
0,51,1,1,1,4,94,18,1
0,62,1,0,1,2,127,20,0
1,40,1,1,1,3,78,20,0
0,42,0,1,1,3,85,8,1
1,42,0,1,1,4,60,15,1
1,47,1,1,0,3,18,18,0
0,72,1,1,0,2,80,20,1
1,53,1,1,1,2,45,18,0
1,47,1,1,1,4,24,15,1
0,48,1,0,0,2,46,9,1
0,40,1,1,1,5,158,12,0
0,51,1,1,1,4,175,8,0
1,58,1,1,1,4,26,20,0
0,38,0,1,0,1,55,8,1
1,43,1,1,1,3,235,12,0
1,38,1,1,1,2,31,18,0
0,50,1,1,1,3,46,10,1
0,54,1,1,1,2,55.5,12,1
1,33,0,1,1,3,147,15,0
1,66,1,1,1,2,149,20,0
0,47,1,1,1,4,130,12,1
1,55,1,1,1,2,43,20,0
0,51,1,0,0,1,52,20,0
0,76,1,0,0,2,19,20,0
0,55,1,1,1,3,98,9,0
1,35,1,0,1,5,129,15,0
0,35,1,1,1,3,65,9,1
0,67,1,1,1,5,118,8,1
0,44,1,0,1,3,245,15,1
0,55,1,0,0,2,75,8,1
0,67,1,1,0,2,65,20,1
1,68,1,1,0,3,7,20,0
0,60,1,0,1,5,193,20,1
1,47,1,1,1,6,4,15,1
0,60,1,0,1,3,56,8,1
1,33,1,1,1,2,85,15,0
0,52,0,0,0,1,20,8,0
1,42,1,1,1,4,454,15,0
1,27,1,1,1,3,104,15,1
1,47,1,1,1,4,91,20,0
1,34,1,0,1,3,131,15,0
1,34,0,0,1,4,116,15,1
0,37,1,1,0,2,119.5,12,0
0,42,0,1,1,7,169,12,0
1,26,1,1,1,5,121,15,1
0,56,0,1,0,1,35,8,1
0,49,1,1,0,1,95,8,1
0,53,1,1,1,3,208,18,1
0,55,1,1,0,1,101,20,1
1,36,1,1,1,4,82.5,15,1
0,47,0,0,1,3,83,20,1
0,48,1,1,1,4,127,12,0
0,58,0,1,0,1,40,8,1
1,37,1,1,0,1,35,18,0
0,28,1,1,1,4,93,12,0
0,39,1,1,1,2,54,12,0
0,36,0,1,0,4,47,8,1
0,48,1,1,0,1,36,10,1
0,39,1,0,1,5,142.5,8,0
0,41,0,1,1,3,114,8,1
0,43,1,1,0,1,6,18,1
0,50,0,1,1,2,87,20,1
0,59,1,1,1,5,7,20,1
0,48,1,0,1,2,51,20,1
1,37,1,1,0,1,70,18,0
0,35,0,0,0,4,124,8,1
1,39,1,1,1,4,66,15,1
0,61,1,1,0,1,21,8,0
0,28,1,1,0,1,144,12,1
1,37,1,1,1,2,128,15,1
1,78,1,1,0,2,17,20,0
0,42,0,1,1,6,188,15,1
0,32,1,1,1,4,110,12,1
0,38,1,0,1,6,49,8,0
0,55,0,0,0,1,62,8,0
0,53,1,1,0,2,83,20,1
0,51,0,1,0,2,20,8,0
0,44,0,1,0,3,18,8,1
0,31,1,1,1,3,143,8,1
1,38,1,1,1,3,70,18,0
1,28,1,1,0,4,4,15,0
0,53,0,1,1,2,52,18,1
0,44,1,1,1,5,319,12,0
0,42,1,1,1,5,183,15,0
0,42,1,0,1,2,33,8,1
1,28,1,1,0,2,173,15,1
1,48,0,1,1,3,36,13,1
0,24,1,1,1,3,177,8,0
1,76,1,1,1,5,140,16,0
0,56,1,0,1,6,145,20,0
0,32,1,1,1,6,264,12,0
0,54,0,1,1,2,59,8,0
1,45,1,1,1,3,5,15,0
0,41,1,0,1,4,96,18,1
0,30,1,1,0,3,37.5,18,1
0,33,1,1,1,4,83,12,1
0,29,1,1,1,5,120,12,0
0,46,1,1,1,4,324,15,0
1,47,1,1,1,3,56,18,0
1,47,1,1,1,2,35,20,0
0,21,1,1,1,5,157,12,0
0,33,1,1,1,2,121,8,1
0,37,1,0,1,5,295,8,1
0,54,1,1,1,3,134,8,0
0,56,0,1,1,4,102,20,1
1,43,1,1,1,3,137,15,1
0,36,1,1,1,3,108,18,1
0,30,1,1,0,2,62.5,18,1
1,63,1,1,1,2,59,20,0
0,36,1,1,1,2,106,12,1
0,23,1,1,1,4,96,17,1
0,38,1,1,1,3,186,15,1
1,31,1,1,1,7,134,15,0
1,40,1,1,1,5,84,15,1
0,42,1,0,1,4,177,18,0
0,38,1,1,1,4,177,15,0
0,40,1,1,1,3,102.5,8,0
0,61,0,1,1,2,5,8,0
0,46,1,1,0,1,58,20,1
1,71,1,1,0,6,82,16,1
0,44,1,1,1,2,136,18,1
0,68,0,1,1,2,91.5,20,1
1,50,1,0,1,2,33,16,0
0,35,0,1,0,1,4,8,0
0,58,0,1,0,3,6,8,0
1,47,1,1,1,6,103,15,0
0,43,1,1,1,2,25,18,1
0,43,0,1,1,3,56,18,1
0,34,0,1,1,2,44,8,1
0,51,1,1,0,1,27,18,1
0,26,1,1,1,4,142.5,8,1
0,31,1,1,1,2,147,8,0
0,39,1,1,1,5,199,15,1
0,33,1,0,1,7,61,12,1
1,37,1,1,0,1,106,15,1
1,35,1,0,1,4,165,15,1
1,45,1,1,1,3,61.5,15,1
0,36,1,1,1,5,50,12,1
1,23,0,1,1,4,93,15,0
0,29,1,1,1,3,29,18,1
1,57,1,1,0,7,75,13,0
1,52,1,0,1,3,66,15,0
0,75,1,0,0,1,81,20,1
0,22,1,1,1,2,168,12,0
0,41,1,0,0,5,110,18,0
0,38,1,1,1,6,30,8,1
0,40,0,1,1,4,109,12,0
0,54,1,1,0,1,5,8,0
1,52,1,1,1,3,66,20,0
0,37,1,1,1,5,125,8,0
0,41,1,1,0,1,67,20,1
0,60,1,0,1,7,19,20,0
1,24,1,1,1,6,68,15,0
0,37,1,1,1,2,21,8,1
1,73,1,1,0,3,4,20,0
0,36,1,1,1,4,453,12,1
1,45,1,1,1,2,32,18,0
0,29,1,1,1,5,157,12,1
0,74,1,1,1,4,88,20,1
0,45,1,1,1,4,311,20,0
0,34,1,1,0,4,120,8,1
0,30,1,0,1,2,88,12,0
0,32,1,1,1,5,114,12,1
1,42,0,1,0,6,77,13,0
0,32,1,0,0,1,73,8,0
0,41,0,1,1,5,115,8,0
0,56,1,1,0,1,7,20,1
1,42,1,1,1,3,85.5,15,1
0,30,0,1,1,2,177,8,0
0,41,0,1,1,6,96,8,0
1,34,1,1,1,3,65,15,1
0,60,1,0,0,1,102,20,0
1,44,1,1,1,2,56,18,0
0,52,1,0,1,4,76,10,1
0,48,1,0,1,3,6,8,1
1,32,0,1,1,4,64,15,0
1,45,1,1,1,5,69,8,0
1,26,1,0,0,1,93,15,0
0,44,1,1,0,7,74,12,0
1,38,0,0,1,3,149,15,0
1,27,1,1,1,7,172,15,1
1,37,1,1,1,3,56,15,0
0,46,1,1,0,1,6,18,1
1,46,1,1,0,3,40,15,1
1,45,1,1,1,7,110,15,1
1,40,1,1,1,2,52,18,0
0,40,1,1,1,5,115,8,0
0,60,1,0,0,1,17,20,1
0,34,0,1,0,2,63,8,0
0,33,0,1,1,6,118,17,1
1,27,1,1,1,5,87,15,1
0,44,1,0,1,5,63,8,0
0,43,1,1,1,4,86,12,1
0,32,0,1,1,4,107,8,1
1,51,1,1,1,5,162,16,0
1,41,1,0,1,5,110,15,1
1,54,1,1,1,3,9,15,0
1,44,1,1,1,2,20,18,0
0,36,1,0,0,1,47,9,0
1,36,1,1,1,2,137,15,1
1,61,1,1,1,4,129,13,0
1,33,1,1,0,2,39,15,0
1,48,1,1,1,5,148,15,0
1,53,0,1,1,4,101,16,1
1,39,1,1,1,6,145,15,0
0,36,0,1,1,5,167,8,1
1,62,1,1,0,5,19,16,1
1,35,1,1,1,5,174,15,0
0,29,0,1,1,3,340,8,0
0,39,1,0,1,5,64,12,1
0,42,1,1,1,3,171,12,1
1,30,1,0,1,3,120,15,1
1,31,0,1,1,5,33,15,0
0,32,1,1,1,5,279,15,1
1,39,1,1,0,1,154,18,0
0,44,1,1,1,3,98,12,0
1,35,1,1,1,4,16,15,0
1,38,1,1,0,1,46,18,0
0,47,1,0,1,3,70,18,0
0,58,0,1,1,3,11.5,8,1
1,52,1,1,1,3,156,18,0
0,46,0,1,0,3,46.5,8,0
1,44,1,1,1,2,112,15,1
1,37,1,1,1,6,63,15,0
1,49,1,1,1,3,32,20,0
0,42,1,1,0,4,35,18,1
1,48,1,0,1,3,98,16,1
0,35,1,1,1,5,158,12,0
1,40,1,1,1,5,40,15,1
1,61,1,1,1,5,72,16,1
0,34,1,0,1,3,111,8,0
0,68,1,1,1,3,94,8,0
0,37,1,1,1,5,70,12,0
0,30,0,1,0,2,15,8,1
0,31,1,1,1,3,230,8,0
0,73,1,0,0,1,5,20,0
0,28,1,1,0,1,62,12,0
0,30,1,1,0,1,19,18,1
0,30,0,0,0,1,37.5,18,1
1,48,1,1,1,6,48,20,0
0,60,1,1,1,6,35,20,1
1,36,1,1,0,1,59.5,18,0
0,65,1,0,0,1,21,20,1
0,53,0,0,1,5,61.5,8,1
0,37,1,1,1,4,365,12,0
0,31,1,0,0,1,45,8,1
0,36,0,0,1,3,100,12,0
0,35,0,1,1,3,125,12,0
1,51,1,1,1,2,114,20,0
0,27,1,0,0,1,63,18,1
1,45,1,1,0,1,42,18,0
1,55,1,1,0,1,130,20,0
1,35,1,0,1,2,118,15,0
0,47,1,1,0,1,145.5,20,1
1,49,1,1,1,6,66,15,1
0,44,1,0,0,1,117,18,0
0,26,1,1,1,4,291,12,0
0,23,1,0,1,2,131,12,0
1,44,1,1,1,4,65,15,0
0,58,1,1,1,5,36,20,1
1,35,1,1,1,4,108,15,0
0,19,1,1,1,4,219,14,1
0,40,0,1,0,1,47,20,1
1,29,1,0,1,5,103,15,1
0,35,0,0,1,3,114,8,1
1,34,1,1,1,6,62,18,0
0,49,1,0,0,1,60,20,1
1,38,1,1,1,5,127,15,0
0,39,1,1,1,2,29,8,1
0,38,1,1,1,2,188,15,0
0,31,1,0,0,2,22,18,1
0,40,0,0,1,2,163,8,0
0,59,1,0,1,4,9,8,0
0,29,1,0,0,2,100,8,0
0,35,1,1,1,5,185,12,0
0,33,1,0,1,7,124,18,1
0,52,1,0,1,4,6,20,1
1,57,1,1,1,3,90,16,1
0,46,1,1,1,5,107.5,8,0
1,46,1,1,1,4,77,15,0
0,31,0,1,0,4,82,8,0
1,54,1,1,0,2,57,20,0
0,35,1,1,1,4,30,18,1
0,53,1,1,1,3,190,20,1
1,39,1,1,1,3,154,15,0
0,57,1,1,1,3,119,20,1
0,34,1,0,1,4,250,12,1
1,22,0,1,1,2,128,15,1
0,55,1,1,0,1,49,8,0
1,32,1,1,0,2,110,18,0
1,71,1,1,0,4,6,20,0
1,44,1,1,1,7,78.5,18,0
0,42,0,1,0,3,43.5,8,1
0,30,1,1,1,2,121,18,1
1,32,1,1,1,3,64,15,1
0,39,1,1,0,2,28,9,1
0,22,1,1,1,4,290,18,0
0,23,1,0,0,1,84.5,12,0
1,40,1,1,1,2,141,18,0
1,24,1,1,1,4,248,12,1
0,52,0,0,1,4,68,8,1
0,47,1,1,0,4,15,8,1
1,20,1,1,1,4,144,14,0
0,34,1,1,1,6,90,12,0
0,43,1,1,1,5,48,18,1
0,36,1,1,0,2,5,9,1
0,37,1,1,1,5,112,12,0
0,31,0,1,0,4,97,9,0
0,24,1,1,1,3,142,12,0
1,35,1,1,1,4,88.5,15,0
0,44,1,1,0,1,53,18,1
1,62,1,1,1,3,53,20,0
0,42,1,0,0,1,119,18,0
1,44,1,0,1,4,79,15,0
0,55,0,0,1,3,123,10,0
1,19,1,1,1,6,98,14,1
1,36,1,1,1,3,111.5,18,0
1,26,1,1,1,5,82,15,1
0,37,0,1,1,5,265,8,0
1,42,1,1,0,1,34,18,0
1,61,1,1,0,3,9,20,0
1,27,1,0,1,3,151,15,0
0,47,1,1,0,3,25,9,0
0,24,0,1,1,6,35,12,0
1,59,1,1,1,3,43,13,1
0,60,1,0,0,2,100,20,0
0,49,0,1,0,1,5,18,1
1,57,1,1,0,1,98,20,0
0,42,1,0,1,3,65,18,0
0,53,1,1,1,5,321,15,1
0,52,1,1,0,4,38,20,1
0,40,1,0,1,2,118,18,1
1,52,0,0,1,3,134,15,1
0,63,0,0,1,4,30,20,1
0,55,0,1,0,2,29,8,1
0,27,0,1,1,7,90,12,0
0,34,1,1,1,5,4,8,0
1,46,1,1,1,4,120.5,18,0
0,39,1,1,1,3,101,12,1
0,39,0,0,0,2,49,8,0
0,62,1,1,0,2,58,20,1
0,34,0,1,0,3,22,8,0
0,46,1,1,1,4,208,15,0
1,45,1,1,1,5,62,15,0
0,51,1,0,1,2,102,20,0
1,51,1,1,0,2,108,20,0
0,43,1,1,1,3,153,12,1
0,22,0,1,0,2,17,8,1
0,58,1,1,0,1,66,20,1
0,53,1,0,0,1,4,20,0
0,62,1,1,1,6,19,8,0
1,44,1,1,1,2,101,18,0
0,36,1,1,1,3,41,12,1
1,59,1,1,0,2,55,16,0
1,38,1,1,1,5,111,15,1
1,46,1,1,1,3,59,18,0
1,62,1,1,1,3,151,20,0
0,38,1,1,1,5,165,8,0
0,38,1,1,0,4,128,8,1
1,58,1,1,1,3,91,16,0
0,46,1,1,1,5,477,12,0
0,26,1,1,1,4,119,8,0
0,40,1,1,1,5,185,15,0
0,27,0,1,0,1,70,8,1
0,59,1,1,1,3,39,20,1
0,53,1,0,1,4,78,20,1
1,61,0,0,0,1,23,13,0
0,48,1,1,0,1,53,18,1
0,41,1,1,1,3,355,15,1
0,27,1,1,1,6,77,12,0
1,41,1,1,1,5,143,15,0
0,58,1,1,1,4,218,18,1
0,40,1,1,0,1,172,8,1
0,43,0,0,1,3,29,18,1
0,50,0,1,0,1,9,8,1
1,38,1,0,1,7,103,15,1
0,35,1,1,1,6,225,15,1
1,56,1,1,1,5,45,20,0
1,36,1,1,0,3,80.5,18,0
0,53,1,1,0,4,124.5,8,0
0,27,1,1,1,3,43.5,12,1
0,52,1,1,0,1,97,18,1
1,48,0,1,1,3,57.5,15,0
0,34,1,1,1,7,50,18,1
0,28,1,1,1,6,151,8,1
0,35,1,1,1,2,113,12,0
1,33,1,1,0,3,36,15,1
1,45,1,1,1,3,26,15,0
0,57,1,1,1,5,219,18,1
0,56,1,1,1,4,105,8,0
0,35,0,1,0,2,5,8,0
0,61,0,1,0,2,29,8,0
0,36,1,1,1,4,62.5,12,0
0,60,1,0,0,1,22,8,0
0,68,1,1,0,2,12,20,1
0,77,0,1,0,5,114,8,0
0,52,0,1,1,2,57,20,1
0,36,1,1,0,1,81,18,1
0,47,1,1,0,1,98,20,1
0,37,1,1,1,7,231,12,1
0,24,1,1,0,1,134,11,1
0,46,1,0,1,4,176.5,15,1
1,38,1,1,1,4,15,15,0
0,32,1,1,1,5,40,8,1
0,24,0,0,0,4,10,8,0
0,36,1,1,1,2,177,12,1
0,56,1,1,0,2,8,9,0
0,32,1,1,1,5,94,8,1
0,54,1,1,1,3,110,8,1
0,32,0,1,1,4,112,18,1
1,42,1,1,1,5,83,15,0
0,55,1,1,1,3,14,20,1
0,38,0,1,0,3,6,8,0
0,34,1,1,1,5,147,11,0
0,36,1,1,1,2,81,18,1
0,60,0,0,1,2,5,8,1
0,49,1,1,0,3,93,8,0
0,23,0,1,1,5,118.5,8,1
1,27,1,1,1,4,41,15,1
0,42,1,0,1,5,175,8,0
0,68,1,0,1,3,69,20,0
0,51,1,1,1,4,127,18,1
1,57,1,1,0,1,17,16,0
1,40,1,1,0,1,79,16,0
0,53,1,1,1,3,97,8,1
0,46,1,1,1,5,185,12,1
0,69,0,1,0,3,4,8,1
1,58,1,1,0,5,82,16,1
0,53,0,1,1,2,66,20,1
0,64,1,1,0,1,10,20,1
0,52,1,0,1,4,48,20,0
0,59,1,1,0,1,20,10,1
1,39,0,0,0,4,15,15,1
0,72,1,0,0,1,83,20,0
1,59,1,0,0,3,51,16,1
0,39,1,1,1,4,108,12,0
0,36,1,0,1,4,87,12,1
1,32,1,1,1,5,140,15,0
0,56,1,1,0,1,31,20,1
0,44,1,0,0,5,196,8,1
1,50,0,1,1,6,118,13,1
0,57,1,1,1,6,65,8,0
1,22,1,1,1,3,70,15,0
1,61,1,1,1,5,25,13,0
1,36,1,1,1,4,144,15,0
1,76,1,1,1,3,89,16,1
0,24,1,1,1,5,71,12,0
1,45,1,0,1,2,61,15,1
1,22,0,1,1,5,58,15,0
